Samskrit Word	Samskrit_GenderTelugu	Telugu_Word	Telugu _Gender																						
sAmavexa	puM	sAmavexaM	napuM																						
samawA	swrI	samawvaM^samawA	napuM																						
samaxarSin	napuM:puM	samaxqRti_kalavAdu^wawva_jFAni	puM:puM																						
samAXi	puM	samAXi^manolayamu	napuM																						
samAXi	puM	samAXi^ekAgrawa^wapassu	napuM																						
sambanXin	puM	saMbaMXaM_kalavAdu	puM																						
samBava	puM	saMBavaM^uxBavaM^puttuka	napuM																						
samiwiFjaya	napuM:puM	yuxXamaMxu_vijayudu	puM:puM																						
sammoha	puM	ajFAnaM^mUrKawvaM^prema^AkarRaNa	napuM																						
sammuKa	napuM:puM	aBimuKaM^eVxuru	napuM:napuM																						
sampAwa	puM	pawanaM	napuM																						
sampax	swrI	saMpaxa	napuM																						
uxaka	napuM	nIru^jalaM	napuM																						
samprawiRTA	swrI	saMprawiRTa^unnawa_sWiwi	napuM																						
saMsAra	puM	saMsAraM^mArgaM^lOkika_jIviwaM	napuM																						
saMsax	swrI	saBa	napuM																						
saMSaya	puM	saMSayaM^saMxehaM	napuM																						
saMsixXi	swrI	pUrNamu^svaBAvamu	napuM																						
saMsparSa	puM	cakkani_sparSa	napuM																						
saMSuxXi	swrI	SuxXi^svacCaM	napuM																						
saMsWa	napuM:puM	saMsWa^vyavasWa	napuM:napuM																						
saMsWA	swrI	saMsWa	napuM																						
saMsWApanA	swrI	saMsWApanamu^sWApanamu	napuM																						
saMswuwi	swrI	swuwi	napuM																						
samuxBava	puM	uxBaviMcuta^puttuta	napuM																						
samuxra	napuM:puM	samuxraM^kadali^sAgaraM	napuM:napuM																						
samuxXarwq	puM	mukwi_xAwa	puM																						
samuxyama	puM	pEki_leputa^samAraMBaM	napuM																						
saMvAxa	puM	saMvAxaM^carca	napuM																						
saMvigna	napuM:puM	uxvegaM_ceVMxinavAdu	puM:puM																						
sAmya	napuM	samAnaM^samawvaM	napuM																						
saMyama	puM	niyanwraNa^saMyamanamu^iMxriya_nigrahamu	napuM																						
saMyamin	puM	niyaMwriMcuvAdu	puM																						
saMyawa	napuM:puM	kattabadinaxi^baMXiMpabadinaxi	napuM:napuM																						
saMyoga	puM	saMyogaM^kalayika^saMgamaM	napuM																						
sanAwana	puM	sanAwanaM^prAcInaM^SaSvawaM	napuM																						
sanniBa	puM:napuM	samAnamu	napuM:napuM																						
sannyAsa	puM	sannyAsaM	napuM																						
sannyasana	napuM	sannyasiMcadaM^wyAgaM^vErAgyaM	napuM																						
sannyAsin	puM	sannyAsi	puM																						
SAnwa	napuM:puM	SAnwi_poVMxinavAdu	puM:puM																						
sanwa	puM	aMjali	napuM																						
sanwawa	napuM:puM	eVllappudu^niraMwaramu^niwyamu^aXikamu^viswIrNamEnaxi	napuM:napuM																						
SAnwi	swrI	SAMwi^Samanamu	napuM																						
sanxeha	puM	saMxehamu	napuM																						
sapawna	puM	Sawruvu	puM																						
sapawna	puM	Sawruvu^viroXi	puM																						
Sara	napuM:puM	SaraM^bANaM	napuM:napuM																						
SaraNa	napuM	SaraNamu	napuM																						
saras	napuM	sarassu	napuM																						
sarga	puM	sargamu^sqRti	napuM																						
sarga	puM	sarga	napuM																						
SArIra	napuM:puM	SarIra_saMbaMXa	napuM:napuM																						
SarIra	napuM:puM	SarIramu	napuM:napuM																						
SarIrin	puM:puM	SarIramu_kalaxi	puM:napuM																						
Sarman	napuM:puM	brAhmaNudu^saMwoRamu	puM:napuM																						
sarpa	puM	sarpamu^pAmu^gamanaM^anusaraNaM	napuM																						
SaSAfka	puM	SaSAfkudu^caMxrudu	napuM																						
SaSin	puM	SaSi^caMxrudu	napuM																						
SaSvaw	swrI	marala^niraMwaramu	napuM																						
SASvawa	napuM	SASvawamu^niwyamu	napuM																						
SASvawa	napuM	SASvawaM	napuM																						
SASvawI	swrI	SASvawamEnaxi^niwyamEnaxi	napuM																						
SAswra	napuM	Saswramu	napuM																						
Saswra	napuM	Saswramu^AyuXamu	napuM																						
SaTa	napuM:puM	kuwsiwudu^mUrKudu	puM:puM																						
savyasAcin	puM	arjunudu	puM																						
saw	napuM:puM	yaWArWaM^pAvanaM^maMci	napuM:napuM																						
Sawa	napuM	nUru^vaMxa^aneka_viXamuluga	napuM																						
sawawa	puM:napuM	eVllappudu^niraMwaraM	napuM:napuM																						
sawkAra	puM	sawkAraM	napuM																						
Sawru	puM	Sawruvu	puM																						
sawwva	napuM	sawva_guNaM^sawwaM^balaM^Sakwi	napuM																						
sAwwvika	puM	sawva_guNaM_kalavAdu	puM																						
sAwwvikI	swrI	sawva_guNaM_kalaxi	napuM																						
sawya	napuM:puM	sawyaM	napuM:napuM																						
sAwyaki	puM	sAwyaki	napuM																						
sax	puM:napuM	uwwamamEna^sawyaM	napuM:napuM																						
sAxana	napuM	aByAsaM	napuM																						
sAXarmya	napuM	samAnawa	napuM																						
saxqSa	puM	samAnamu	napuM																						
saxqSI	swrI	samAnamu	napuM																						
sAXu	napuM:puM	uwwamaM^SreRTaM	napuM:napuM																						
sAXya	puM	sAXyaM^ceyaxaginaxi	napuM																						
SayyA	swrI	padaka^maMcamu	napuM																						
SEbya	napuM:puM	SEbyudu	napuM:puM																						
senA	swrI	sena^sEnyamu	napuM																						
senAnin	puM	nAyakudu	puM																						
sEnya	puM	sEnyaM	napuM																						
sevA	swrI	seva	napuM																						
sevin	puM	seviMcuvAdu	puM																						
SiKaNdin	napuM:puM	SiKaMdi^neVmali	napuM:napuM																						
SiKarin	puM	SiKaramu_kalaxi^parvawamu	napuM																						
Sila	napuM:puM	Sila^svaBAvamu	napuM:napuM																						
siMhanAxa	puM	siMhanAxaM	napuM																						
Siras	napuM	Sirassu	napuM																						
SiRya	puM	SiRyudu	puM																						
Siwa	napuM:puM	Siwamu	napuM:napuM																						
sixXi	swrI	sixXi^saPalawvaM^saMpUrNaM^neVraveruta	napuM																						
skanxa	puM	kumAra_svAmi	puM																						
smqwi	swrI	smaraNa	napuM																						
sOBaxra	puM	sOBaxrudu^suBaxruni_koduku	puM																						
SOca	napuM	SOcamu^pariSuBrawa	napuM																						
Socya	puM:napuM	xuHKimpawagina^SocanIyamu	napuM:napuM																						
Soka	puM	Sokamu	napuM																						
sOkRmya	napuM	sUkRmamu	napuM																						
soma	puM	soma_yAga^amqwaM	napuM																						
somapA	swrI	somapAnaM_ceyuvAdu	puM																						
sOmaxawwi	puM	sOmaxawwudu	puM																						
sOmya	napuM:puM	sOmya^mqxuwvaM^suMxaraM^SuBaM	napuM:napuM																						
sOmyawva	napuM	sOmyawa	napuM																						
SOrya	napuM	SOryamu	napuM																						
sparSa	puM	sparSa	napuM																						
sparSana	napuM	vAyuvu^sparSa	napuM																						
spqhA	swrI	uwsukawa^icCA	napuM																						
spqha	puM	korika	napuM																						
sqwi	swrI	mArgaM	napuM																						
SraxXA	swrI	SraxXa	napuM																						
SreRTa	napuM:puM	SreRTamu	napuM:napuM																						
Sreyas	napuM:puM	Sreyassu^SuBamu	napuM:napuM																						
SrI	swrI	SrI^Esvaryamu	napuM																						
SrImaw	napuM:puM	SoBanakaramEna	napuM:napuM																						
Srowra	napuM	ceVvi^karNamu	napuM																						
Sruwi	swrI	vexamu^ceVvi	napuM																						
SuBa	napuM:puM	SuBamu^maMgalYamu	napuM:napuM																						
Suci	puM:swrI	Suci^SuxXaM^svacCa	napuM:napuM																						
suGoRa	puM:napuM	GoRa	napuM																						
suhqx	puM:swrI:vi	snehiwudu	puM:swrI																						
suKa	napuM:puM	suKamu	napuM:napuM																						
suKin	napuM:puM	suKamu_kalavAdu	puM:puM																						
Sukla	napuM	SuxXaM^weVlupu	napuM																						
sukqw	puM	puNyAwmudu^XArmikudu	puM																						
sukqwa	napuM	puNyaM^SuBa_kAryaM	napuM																						
sukqwin	puM	paropakAri	puM																						
sUkRma	napuM	sUkRmaM	napuM																						
sulaBa	napuM:puM	sulaBaM^sulaBamugA_laBiMcunaxi	napuM:napuM																						
suniSciwa	napuM	buxXimaMwudu	puM																						
SUra	puM	SUrudu	puM																						
sura	puM	xevawa^sUryudu^jFAnavaMwudu	puM																						
sUrya	puM	sUryudu	napuM																						
SuSrURu	napuM:puM	vinavalenani_korika_kalavAdu	napuM																						
susuKa	napuM	sOKyamu_kalaxi	napuM																						
sUwra	napuM	sUwramu^xAramu^safkRipwa_viXi	napuM																						
SUxra	puM	SUxrudu	puM																						
suxuRkara	puM:napuM	xuRkaraM^kaRtasAXyaM	napuM:napuM																						
suxurlaBa	puM:napuM	xurlaBamu	napuM:napuM																						
suxurxarSa	puM:napuM	xuraxqRtamu	napuM:napuM																						
SuxXi	swrI	SuxXi	napuM																						
sva	napuM:puM	sva^wana	puM																						
bAnXava	puM	baMXuvu	puM																						
svaBAva	puM	svabAvaM	napuM																						
svaka	puM	wanaxi^wanavAdu	puM																						
svalpa	napuM:puM	svalpaM	napuM:napuM																						
Svan	puM	kukka	napuM																						
SvapAka	puM	caMdAludu	puM																						
svapna	puM	svapnamu	napuM																						
svapna	puM	svapnaM^kala	napuM																						
svarga	puM	svargaM	napuM																						
svargya	puM:napuM	svargaM_koVrakuceyu_SuBakAryamu	napuM:napuM																						
SvaSura	puM	mAmagAru	puM																						
svasWa	napuM:puM	ArogyavaMwudu	puM:puM																						
svaswi	napuM	kRemaM^SuBaM^maMgalYaM	napuM																						
svaXA	swrI	svaXA^Ahuwi	napuM																						
svaXarma	puM	svaXarmaM	napuM																						
svAXyAya	puM	svAXyAyamu^vexAXyayanamu	napuM																						
Svewa	napuM:puM	Svewamu^weVlupu	napuM:napuM																						
sWa	napuM:puM	sWiwi^sWiwi_Siludu	napuM:puM																						
sWAna	napuM	sWAnaM^sWiwi^nivAsaM	napuM																						
sWANu	napuM:vi	XqDa^sWira	napuM																						
sWAvara	napuM:puM	sWAvaraM^kaxalanixi	napuM:napuM																						
swena	puM	xoVMga	puM																						
sWErya	napuM	sWEryaM^XqDawvaM^sWirawvaM	napuM																						
sWirA	swrI	sWiraM	napuM																						
sWira	puM	sWiraM	napuM																						
sWiwa	napuM:puM	unnaxi^niScaludu	napuM:puM																						
sWiwi	swrI	parisWiwi^sWiwi	napuM																						
swrI	swrI	swrI	swrI																						
swuwi	swrI	swuwi	napuM																						
SyAla	puM	bAvamarixi	puM																						
syanxana	napuM	raWaM	napuM																						
uBa	puM:swrI	reVMdu	napuM:napuM																						
uBaya	napuM:puM	uBayamu^reVMdu	napuM:napuM																						
ucca	napuM:puM	unnawaM	napuM:napuM																						
uccEHSravasa	puM	poVdugu_ceVvulu_kalavAdu	puM																						
ucCoRaNa	napuM	eVMdipovadaM	napuM																						
ugrA	swrI	ugramu^BayaMkara	napuM																						
ugra	napuM:puM	ugramu^BayaMkara	napuM:napuM																						
ulba	napuM	garBASaya	napuM																						
upaBoga	puM	upaBogaM^suKaM	napuM																						
upakAra	puM	upakAraM^melu	napuM																						
upakArin	puM	upakAri^upakAraM_ceyuvAdu	puM																						
upama	puM:napuM	upAyamu^polika	napuM:napuM																						
upamA	swrI	polika	napuM																						
upapawwi	swrI	kAraNaM^xqRtAMwamu	napuM																						
upAsana	napuM	seva^ArAXana^upAsanamu	napuM																						
upasWa	napuM:puM	maXya_Bagamu	napuM:napuM																						
uraga	puM	sarpamu^pAmu	napuM																						
uRmapA	swrI	vedigA_wrAguvAru^piwq_gaNaM	puM:puM																						
uRNa	napuM:puM	uRNamu	napuM:napuM																						
uru	napuM	goppa^SreRtamEna^viswqwa	napuM																						
UrXvam	napuM	mIxa_unnaxi^pEki	napuM																						
uSanA	swrI	SukrAcAryudu	puM																						
uwsAha	puM	uwsAhamu	napuM																						
uwsanna	puM:napuM	naSiMcuvAdu	puM:puM																						
uwWa	napuM:puM	melukovataM^pEki_levatam	napuM:napuM																						
uwwamOjas	puM	prakASamu^wejassu	napuM																						
uwwara	napuM:puM	uwwaramu^uwwarapu_xikku	napuM:napuM																						
uwwarAyaNa	napuM	uwwrAyaNamu	napuM																						
uxakakriyA	swrI	jalawarpaNaM^uxakakriya	napuM																						
uxara	napuM	uxaramu^poVtta	napuM																						
uxAra	puM	uxAra^xAna_SIlawa	napuM																						
uxAsIna	napuM	uxAsInamu^Asakwi_lekapovuta^watasWaM^niRpakRapAwi	napuM																						
uxBava	puM	uwpawwi^OxAryaM^uxBaviMcunaxi	napuM																						
uxvega	puM	uxvegamu	napuM																						
uxxeSa	puM	uxxeSaM^BAvaM	napuM																						
vAc	swrI	vAkku	napuM																						
vacana	napuM	vacanaM	napuM																						
vacas	napuM	vacanaM	napuM																						
vAfmaya	napuM:puM	vAfmayaM^BARA	napuM:napuM																						
vahni	puM:swrI	agni	napuM:napuM																						
vajra	napuM:puM	vajrAyuXaM^vajraM	napuM:napuM																						
vAk	swrI	vAkku	napuM																						
vakwra	napuM:puM	muKamu	napuM:napuM																						
vAkya	napuM	vAkyaM	napuM																						
vANijya	napuM	vANijyaM^vyApAramu^varwakamu	napuM																						
vapus	napuM	SarIraM^xehaM	napuM																						
vara	napuM:puM	varaM^SreRtaM	napuM:napuM																						
varja	puM:napuM	vidupu^vaxuluta	napuM:napuM																						
varNa	napuM	varNamu^raMgu	napuM																						
varRa	puM	varRaM^saMvawsaraM	napuM																						
vArRNeya	puM	vArRNeyudu^SrIkqRNa	puM																						
varuNa	puM	varuNa_xevudu	puM																						
varwamAna	napuM:puM	varwamAnaM	napuM:napuM																						
varwman	napuM	mArgaM^wrova	napuM																						
vaSa	napuM:puM	vaSaM	napuM																						
vAsa	puM	nivAsaM	napuM																						
vAsas	napuM	vaswraM	napuM																						
vAsava	napuM:puM	iMxrudu	puM:puM																						
vaSin	napuM:puM	jiweMxriyudu	puM:puM																						
vasu	napuM:puM	vasuxevudu^gaNa_xevawa^XanaM^baMgAraM	puM:napuM																						
vAsuki	puM	vAsuki^nAga_rAju	napuM																						
vAsuxeva	puM	vAsudevudu^SrIkqRNudu	puM:puM																						
vaSya	napuM:puM	vaSamEnaxi	napuM:napuM																						
vAwa	puM	vAyuvu^vAwa_xoRaM^vAwa	napuM																						
vAxa	puM	vAxana^carcA^mAtalAduta	napuM																						
vaxana	napuM	vaxanaM	napuM																						
vAxin	puM	vakwa	puM																						
vAyu	puM	vAyuvu	napuM																						
vega	puM	vegaM^vadi^wvariwaM	napuM																						
vEnaweya	puM	vEnaweyudu	puM																						
vepaWu	puM	kaMpanaM	napuM																						
vErAgya	napuM	vErAgyaM^virakwi	napuM																						
vErin	puM	Sawruvu	puM																						
vESvAnara	puM	agni^vESvAnarudu	puM																						
vESya	puM	vESyudu	puM																						
vewwq	napuM:puM	welisinavAdu^pawi^qRi	puM:puM																						
vexa	puM	vexaM	napuM																						
vexAnwa	puM	vexAMwaM	napuM																						
viBAga	puM	viBAgamu	napuM																						
viBAvasu	puM	prakASaM^sUryudu	napuM																						
viBrama	puM	BrAMwi^AScaryamu	napuM																						
viBu	napuM	SakwivaMwudu	puM																						
viBUwi	swrI	viBUwi^Sakwi^Esvaryamu	napuM																						
vicakRaNa	puM	vicakRaNa	napuM																						
vicewas	puM	manovEkalyaM	napuM																						
vigawa	napuM:puM	lopiMcinaxi	napuM:napuM																						
viguNa	napuM:puM	guNa_hInudu	puM:puM																						
vihAra	puM	vihariMcuta^wota	napuM																						
vijaya	puM	vijayamu^geVlupu^vijayudu	napuM																						
vijFAna	napuM	vijFAnaM^jFAnaM	napuM																						
vikampa	napuM:puM	caMcala^asWiraM^vaNukuta	napuM:napuM																						
vikAra	napuM:puM	mArpu^vikAraM^rogaM^apahAsyaM	napuM:napuM																						
vikArin	napuM:puM	mArpu_ceMxunaxi	napuM:napuM																						
vikarman	napuM:puM	viruxXaMgA_AcariMcuvAdu	puM:puM																						
vikarNa	puM	vikarNudu	puM																						
vikrama	napuM:puM	SOryamu^parAkramamu	napuM:napuM																						
vimawsara	napuM	IrRya_lenivAdu	puM																						
vimokRa	puM	mukwi^mokRaM	napuM																						
vimokRaNa	puM:napuM	vaxilipettadaM	napuM:napuM																						
vinASa	puM	vinASanaM	napuM																						
vinaya	puM	vinayudu	puM																						
vinigraha	puM	nigrahamu^niyaMwaramu	napuM																						
viparIwa	napuM:puM	viruxXamu	napuM:napuM																						
vipaSciw	puM:napuM	paMdiwudu^vixvAMsudu	puM:puM																						
viprawipannA	pum:napuM	viroXamu	napuM:napuM																						
vIra	napuM:puM	vIrudu	puM																						
viRa	napuM	viRaM	napuM																						
virahiwa	napuM:puM	lenixi	napuM:napuM																						
viRama	napuM:puM	viruxXamu	napuM:napuM																						
virAta	puM	virAta_rAju	puM																						
viRAxa	puM	viRAxamu	napuM																						
viRAxin	napuM:puM	xuHKiMcuvAdu	puM:puM																						
viRaya	napuM:puM	viRayamu	napuM:napuM																						
viRNu	napuM:puM	viRNuvu	puM:puM																						
vIrya	napuM	vIrawvaM^parAkramamu^Sakwi^vIryamu	napuM																						
vIryavaw	napuM:puM	parAkramaM	napuM:napuM																						
viS	napuM:puM	vESyudu	puM:puM																						
viSAla	napuM:puM	viSAlaM	napuM:napuM																						
viSAraxa	napuM:puM	paMdiwudu^vixvAMsudu	puM:puM																						
visarga	puM	visarjanamu	napuM																						
viSeRa	napuM:puM	viSeRa^awyaMwa	napuM:napuM																						
vismaya	napuM:puM	vismayamu	napuM:napuM																						
viSuxXi	swrI	viSuxXi^SuxXi	napuM																						
viSva	napuM:puM	viSvaM	napuM:napuM																						
viSveSvara	puM	ViSveSvarudu^Sivudu	puM																						
viswAra	puM	viswAramu	napuM																						
viswara	napuM:puM	viswaraNaM	napuM:napuM																						
vivarXana	napuM	varXanamu	napuM																						
vivasvaw	napuM:puM	sUryudu	napuM:napuM																						
viviXA	swrI	viviXa	napuM																						
viviXa	napuM:puM	viviXa	napuM																						
viwweSa	puM	kuberudu	puM																						
vix	napuM	uMdadaM^AlociMcadaM	napuM																						
viXa	napuM:puM	viXamu	napuM:napuM																						
vixAhin	puM	kAlcuvAdu	puM																						
viXAna	napuM	viXAnamu	napuM																						
viXeya	napuM	vinayamu^viXeyaM	napuM																						
viXi	puM	viXi^niyamamu	napuM																						
vixiwa	napuM:puM	paMdiwudu	puM:puM																						
vixvas	puM	vixvAMsudu	puM																						
vixyA	swrI	vixya	napuM																						
viyoga	napuM:puM	viyogaM	napuM																						
vqjina	puM:napuM:vi	pApamu	napuM:napuM																						
vqkoxara	puM	vqkoxarudu^Bimudu	puM																						
vqkRa	puM	vqkRaM	napuM																						
vqRNi	puM	gollavAdu^kqRNudu	puM																						
vrawa	napuM:puM	vrawamu^niyamamu^AcaraNamu^prawijFA^nomu	napuM:napuM																						
vyaBicAra	puM	viruxXa_AcaraNaM^ullaMGanaM	napuM																						
vyaBicAriNI	swrI	vyaBicAriNi	swrI																						
vyAGra	puM	vyAGramu^puli	napuM																						
vyakwi	swrI	vyakwi	puM																						
vyAmiSra	napuM:puM	kalupabadu	napuM:napuM																						
vyapASraya	puM:napuM	ASrayiMcadaM	napuM:napuM																						
vyapewa	napuM:puM	vidipovadaM	napuM:napuM																						
vyAsa	puM	vyAsudu	puM																						
vyavasAya	puM	vyavasAyaM	napuM																						
vyavasWiwi	swrI	vyavasWAnaM	napuM																						
vyaWa	puM	vyaWa^bAXa^kleSamu	napuM																						
vyaWA	swrI	vyaWa	napuM																						
vyAXi	puM	vyAXi	napuM																						
vyayA	swrI	vyayamu^Karcu	napuM																						
vyaya	puM:napuM	vyayamu^Karcu	napuM																						
vyUDA	swrI	vyUDaM	napuM																						
vyUDa	napuM:puM	vyUDaM	napuM:napuM																						
wamas	napuM:puM	cIkati	napuM:napuM																						
wAmasa	puM	cIkati^alasawvaM	napuM																						
wAmasI	swrI	cIkati^rAwri	napuM																						
wanu	swrI	wanuvu	napuM																						
wapas	napuM	wapassu	napuM																						
wapasvin	puM	wapasvi	puM																						
wapasya	puM	wapassu	napuM																						
wAwa	puM	waMdri	puM																						
wawpara	napuM:puM	Asakwi_kalavAdu	puM:puM																						
wawwvArWa	puM:napuM	vAswavikaM^yaWArWaM	napuM:napuM																						
wawwvavix	napuM:puM	wawwva_jFAni	puM:puM																						
wejas	napuM	wejassu	napuM																						
wejasvin	puM:napuM	wejasvi^wejamu_kalavAdu	puM:puM																						
wejomaya	napuM	wejomayaM	napuM																						
wIkRNa	napuM:puM	wIkRNamu	napuM:napuM																						
woya	napuM:puM	nIru	napuM:napuM																						
wqpwa	napuM:puM	wqpwi	napuM:napuM																						
wqpwi	swrI	wqpwi	napuM:napuM																						
wqRNA	swrI	wqRNa^xappika^icCa	napuM																						
wraya	napuM:puM:swrI	mUdu	napuM																						
wrayI	swrI	mUdu_vexamulu	napuM																						
wrEguNya	puM:napuM	wrRguNya^wriguNamula	napuM:napuM																						
wrElokya	napuM	wrElokya^wrilokamula	napuM																						
wrEvixya	puM	wrivixya	napuM																						
wri	puM	mUdu	napuM																						
wriviXA	swrI	mUdu_viXamulu	napuM																						
wriviXa	napuM:puM	mUdu_viXamulu	napuM:napuM																						
wulya	puM	samAnamu	napuM																						
wumula	puM	BayaMkara	napuM																						
wuRti	swrI	saMwoRamu	napuM																						
wvac	swrI	wolu	napuM																						
wyAga	puM	wyAgaM	napuM																						
wyAgin	puM	wyAgi^xAwa	puM																						
wyAgin	puM	wyAgi	puM																						
xa	puM	iccuvAdu^iccunaxi	puM																						
xakRa	puM	samarWudu^nipuNudu	puM																						
xakRiNAyana	napuM	xakRiNAyanaM	napuM																						
xAkRya	napuM	kOSalamu^nerpu	napuM																						
xama	puM	nigrahiMcadaM^xaNdana	napuM																						
XAman	napuM	SarIramu^nivAsa_sWAnamu	napuM																						
xamBa	puM	kapatamu	napuM																						
xaMRtrA	swrI	kora_palYlYu	napuM																						
Xana	napuM	Xanamu	napuM																						
xAna	napuM	xAnamu	napuM																						
XanaFjaya	puM	XanaFjayudu	puM																						
xAnava	puM	xAnavudu^rAkRasudu	puM																						
xaNda	napuM:puM	karra	napuM:napuM																						
XanurXara	puM	XanurXarudu^vilukAdu	puM																						
Xanus	napuM	Xanussu^villu	napuM																						
xAra	puM	Barya	swrI																						
XAraNA	swrI	XariMcadaM	napuM																						
Xarma	puM	Xarmamu	napuM																						
Xarman	puM	XarmaM	napuM																						
Xarmya	puM	XarmAwmudu^puNyamu	puM																						
xarpa	napuM:puM	xarpamu^ahaMkAraM^garvaM	napuM:napuM																						
xarSana	napuM	xarSanamu	napuM																						
xarSana	napuM	cUpiMcadaM^xarSana	napuM																						
XArwarARtra	puM	XqwarARtruni_koduku	puM																						
xaSana	napuM	palYlu	napuM																						
XAwq	puM	XariMcuvAdu	puM																						
xayA	swrI	xaya	napuM																						
xeha	napuM:puM	xehamu^SarIramu^menu	napuM:napuM																						
xehAnwara	napuM	veru_SarIraM	napuM																						
xehin	puM:napuM	prANi^xehamu_kalavAdu^AwmA	napuM:puM																						
Xenu	swrI	Xenuvu^Avu	napuM																						
xeSa	puM	xeSamu	napuM																						
xeva	puM	xevudu^xevawa	puM																						
xEva	napuM:puM	xevawA_saMbaMXiwa	napuM																						
xevala	puM	waMbalYavAdu^xevawala_bommalu_ammevAdu	puM																						
xevawA	swrI	xevawa	swrI																						
xevaxawwa	puM	xevawa	puM																						
xeveSa	puM	xevawala_praBuvu	puM																						
xEvI	swrI	xevawA_saMbaMXiwa	napuM																						
xEwya	puM	rAkRasa	puM																						
XImaw	puM	jFAnamu_kalavAdu^buxXimaMwudu	puM																						
xIpa	puM	xIpaM	napuM																						
xIpwa	napuM:puM	prakASiMpabadunaxi	napuM:napuM																						
xIpwi	puM:napuM	prakAsiMcunaxi	napuM:napuM																						
XIra	napuM:puM	XIrudu	puM:puM																						
xIrGasUwrin	puM	somari	puM																						
xiS	swrI	xikku	napuM																						
xiv	swrI	xinamu	napuM																						
xivya	napuM:puM	xivyamu^xivyamEna	napuM:napuM																						
anulepana	napuM	anulepanaM^lepana_xravyaM	napuM																						
mAlya	puM:napuM	mAla	napuM:napuM																						
ambara	napuM	ambaraM^AkASaM	napuM																						
Xara	puM:napuM	XariMcuvAdu	puM:puM																						
xoRa	puM	xoRamu	napuM																						
xOrbalya	napuM	xOrbalyamu^balahInawa	napuM																						
XqRtakewu	puM	XqRtakewudu	puM																						
XqRtaxyumna	puM	XqRtaxyumnudu	puM																						
xqRti	swrI	cUdabadu	napuM																						
XqwarARtra	puM	XqwarARtrudu	puM																						
Xqwi	swrI	XEryamu^Xqwi	napuM																						
xravya	napuM:puM	xravyaM	napuM:napuM																						
xravyamaya	puM	xravyaM	napuM																						
xroha	puM	xrohaM	napuM																						
xroNa	puM:napuM	xroNudu	puM:puM																						
xrOpaxeya	puM	xrOpaxeyudu	puM																						
xrupaxa	puM	xrupaxudu	puM																						
XruvA	swrI	niScayamu	napuM																						
Xruva	puM	niScayamu^acalamu	napuM																						
Xruva	puM	sWiraM^xqDaM^Xruvudu	napuM																						
xuHKa	napuM	xuHKamu	napuM																						
XUma	puM	XUmamu^poVga	napuM																						
xUra	napuM:puM	xUraM	napuM:napuM																						
xurAsaxa	puM	poVxagUdanixi^kaRtaMwo_cerukonaxaginaxi	napuM																						
xurawyayA	swrI	asAXyamEnaxi	napuM																						
xurbuxXi	swrI	xurbuxXi	napuM																						
xurga	napuM:puM	xurgaM^kota^vipawwi^guHKaM	napuM:napuM																						
xurgawi	napuM	xurgawi	napuM																						
xuRkqw	puM:swrI	xuRta	napuM																						
xuRkqwa	napuM:puM	xuRtudu	puM																						
xuRkqwin	puM	xuRtudu	puM																						
xurlaBa	puM	xurlaBaM	napuM																						
xurmawi	napuM	xurbuxXi	napuM																						
xurmeXas	puM:napuM	xurbuxXi	napuM:napuM																						
xur-nigraha	puM	niyaMwriMcadaM	napuM																						
xuRpUra	napuM:puM	xuRtudu	puM:puM																						
xuryoXana	napuM:puM	xuryoXanudu	puM																						
xvanxva	napuM:puM	xvanxva	napuM																						
xvAra	napuM:puM	xvAra	napuM:napuM																						
xvAra	napuM:puM	xvAraM	napuM:napuM																						
xveRa	napuM	xveRaM	napuM																						
xveRtq	puM	xveRi	puM																						
xveRya	puM	Sawruvu	puM																						
xveRya	puM	xveRaM	napuM																						
xvEXa	puM:napuM	xviwvamu^reMdu_viXamulu	napuM:napuM																						
xvija	puM	reVMdusArlu_puttinavAdu	puM																						
xviviXA	swrI	reMdu_viXamulu	napuM																						
XyAna	napuM	XyAnamu	napuM																						
xyUwa	napuM:puM	jUxamu	napuM:napuM																						
xyuwi	puM:napuM:swrI	kAMwi^veVlugu	napuM:napuM:napuM																						
yajFa	puM	yajFamu	napuM																						
yajFavix	puM	yAgaviXi_welisinavAdu	puM																						
yAjin	puM	yAgamu_ceyuvAdu	puM																						
yajus	napuM	yajurvedaM	napuM																						
yakRa	puM	yakRudu	puM																						
yAma	puM	jAmu	napuM																						
yama	puM	yamudu^yamaXarma_rAju	puM																						
yaSas	napuM	yaSassu	napuM																						
yAwa	napuM:puM	prayANaM	puM:napuM																						
yawi	swrI	sAXuvu^prayawniMcadaM	napuM																						
yAwrA	swrI	yAwra^wIrWayAwra	napuM																						
yAxas	napuM	jalajaMwuvu	napuM																						
yAxava	puM	yAxavudu	puM																						
yaxqcCA	swrI	yaWecCaM	napuM																						
yAxqS	napuM:puM	eVtuvaMtixi	napuM:napuM																						
yoga	puM:puM	yoga^yogamu^XyAnamu	napuM:napuM																						
yoga	puM:puM	yoga	napuM:napuM																						
yogamAyA	swrI	yoga_mAya^viRNu_mAya	napuM																						
yogeSvara	puM	yogeSvarudu	puM																						
yogin	puM	yogi	puM																						
yoni	puM	garBASrayaM^janmasWAnaM^yoni	napuM																						
yOvana	napuM	yOvvanam	napuM																						
yoXa	puM	yoXudu	puM																						
yoxXukAma	puM	yuxXamu_ceyu_Asakwi_kalavAdu	puM																						
yuga	napuM	yugaM	napuM																						
